,Datetime,Tweet_id,Content
129,2020-10-08 20:00:01+00:00,1314294498000809993,"It is important that every Arizonan does their part to prevent the spread of . If you need a reusable cloth face mask, please fill out the order form:  "
130,2020-10-02 15:13:21+00:00,1312048030779166720,"Today, 551  cases and 19 deaths are being added to the ADHS dashboard. Do your part to prevent the spread of COVID-19: Wear a mask in public, physically distance, wash hands thoroughly, and stay home when sick.  "
131,2020-10-01 00:00:01+00:00,1311455793770831872,Know someone who needs a cloth face mask? Share this info with them. ADHS is working with partners to provide free cloth face masks to help prevent the spread of COVID-19. Order here:   
132,2020-09-16 15:12:01+00:00,1306249485853560839,"Today, 695 new  cases and 27 deaths are being added to the ADHS dashboard.  Need a mask? Order a pack of free masks to help prevent the spread.   "
133,2020-09-12 15:08:22+00:00,1304799016119459842,"Today, 605 new  cases were added to the ADHS dashboard with 27 new deaths. Please do your part to prevent the spread of COVID-19: Wear a mask in public, physically distance, wash hands thoroughly, and stay home when sick.    "
134,2020-09-11 15:12:01+00:00,1304437547439927296,"Today, 521 new  cases were added to the ADHS dashboard with 15 new deaths. Do your part to prevent the spread of COVID-19: Wear a mask in public, physically distance, wash hands thoroughly, and stay home when sick.    "
135,2020-09-08 15:12:00+00:00,1303350382337363969,"Today, 81 new  cases were added to the ADHS dashboard with 2 new deaths. Help slow the spread: Wear a mask in public, stay at least 6 feet away from people you don’t live with, and wash your hands often.   "
136,2020-09-05 17:00:01+00:00,1302290400489680897,"To reduce the spread of , wear a mask when out in public or with people who are not in your , especially when it is difficult to physically distance.  "
137,2020-09-01 19:00:02+00:00,1300871053678448640,"Making plans for ? Please remember - You are safer at home. Do your part to prevent the spread: Wear a mask in public, physically distance, wash hands thoroughly, and stay home when sick.  
 "
138,2020-08-30 15:03:25+00:00,1300086730729467904,"Today’s Data Dashboard update will add 374  cases and 23 deaths. Please keep doing your part to prevent the spread: Wear a mask in public, physically distance, wash hands thoroughly and often, stay home when sick.   "
139,2020-08-29 15:39:36+00:00,1299733446005125120,"As of today, more than 5,000  deaths have been reported in our state. Please keep doing your part to prevent the spread: Wear a mask in public, physically distance, wash hands thoroughly, and stay home when sick.   "
140,2020-08-29 15:04:29+00:00,1299724610225582080,"Today’s dashboard update will show COVID-19 patients in intensive care beds at the lowest point since April. Prevention is working. Wear a mask in public places, physically distance, wash your hands thoroughly and often, and stay home when sick.  "
